variable_value,primary_metric,secondary_metric_1,secondary_metric_2
5,4.175022,0.000000,0.000000
10,4.167455,0.000000,0.000000
15,4.158552,0.000000,0.000000
20,4.168477,0.000000,0.000000
25,4.014920,0.000000,0.000000
30,3.981133,0.000000,0.000000
35,3.978749,0.000000,0.000000
40,3.973405,0.000000,0.000000
45,3.970635,0.000000,0.000000
50,3.971700,0.000000,0.000000
