variable_value,primary_metric,secondary_metric_1,secondary_metric_2
1,32.141030,,
2,64.282060,,
3,96.423090,,
4,128.564120,,
5,160.705150,,
6,192.846180,,
7,224.987210,,
8,257.128240,,
9,289.269270,,
10,321.410300,,
