variable_value,primary_metric,secondary_metric_1,secondary_metric_2
0.02,5.497048,1.000000,0.979900
0.04,6.003297,1.000000,0.960100
0.06,6.650858,1.000000,0.939800
0.08,7.162786,1.000000,0.919900
0.10,7.761352,1.000000,0.897300
0.12,8.298995,1.000000,0.879900
0.14,8.690080,1.000000,0.863500
0.16,8.863627,1.000000,0.844500
0.18,8.852788,1.000000,0.819900
0.20,8.706110,1.000000,0.799200
0.25,9.090674,1.000000,0.748600
0.30,9.484537,1.000000,0.699700
0.35,9.701786,1.000000,0.658800
