epoch,aggregation_latency_ms,recovery_latency_ms,aggregation_completeness,loss_exposure_fraction,communication_overhead_KB,system_availability,queue_utilization,recovery_frequency,scheduling_latency_ms,state_refresh_ms,workload_imbalance,processing_overhead_ms,energy_joules,scheduling_comm_kb,recomputation_overhead_ms,reused_microslot_count
0,1.785302,0.002574,0.868860,0.220000,31.500000,1.000000,0.162000,14,0.000217,0.000640,0.110640,1.782882,0.267432,0.000000,0.020961,0.000000
1,7.382745,0.004594,0.917534,0.020000,51.499023,1.000000,0.594667,11,0.000362,0.000547,0.055616,7.379343,1.106901,0.000000,0.001692,0.000000
2,4.478134,0.003000,0.892594,0.160000,42.000000,1.000000,0.305333,14,0.000213,0.000579,0.108225,4.475313,0.671297,0.000000,0.012858,0.000000
3,4.829915,0.003742,0.894067,0.080000,41.000000,1.000000,0.455333,11,0.000235,0.000565,0.040479,4.827143,0.724072,0.000000,0.007095,0.000000
4,1.786002,0.002279,0.868824,0.220000,31.499023,1.000000,0.161333,14,0.000186,0.000580,0.110734,1.783859,0.267579,0.000000,0.017570,0.000000
5,5.327767,0.003312,0.881615,0.120000,39.000000,1.000000,0.381333,12,0.000270,0.000494,0.089619,5.325092,0.798764,0.000000,0.010194,0.000000
6,5.038394,0.004113,0.905374,0.060000,49.500000,1.000000,0.474667,12,0.000228,0.000632,0.033836,5.035068,0.755260,0.000000,0.005441,0.000000
7,0.528849,0.001421,0.841070,0.280000,21.000000,1.000000,0.038667,15,0.000125,0.000612,0.249444,0.527419,0.079113,0.000000,0.021056,0.000000
8,2.637407,0.002667,0.882985,0.180000,38.847656,1.000000,0.241333,15,0.000263,0.000541,0.081766,2.634721,0.395208,0.000000,0.014586,0.000000
9,7.252391,0.004032,0.917327,0.020000,52.191406,1.000000,0.579333,13,0.000259,0.000528,0.054942,7.248863,1.087329,0.000000,0.001997,0.000000
10,4.584183,0.003555,0.912921,0.080000,41.343750,1.000000,0.436667,12,0.000236,0.000600,0.040392,4.581292,0.687194,0.000000,0.007092,0.000000
11,6.138443,0.003427,0.895883,0.080000,42.843750,1.000000,0.468000,13,0.000240,0.000643,0.076167,6.135445,0.920317,0.000000,0.007215,0.000000
12,5.449495,0.002856,0.886878,0.120000,40.889648,1.000000,0.394667,15,0.000222,0.000617,0.088058,5.446602,0.816990,0.000000,0.010435,0.000000
13,6.170191,0.002791,0.900189,0.080000,31.972656,1.000000,0.463333,12,0.000249,0.000508,0.076096,6.167914,0.925187,0.000000,0.006894,0.000000
14,6.031580,0.002463,0.906684,0.080000,27.320312,1.000000,0.461333,12,0.000238,0.000810,0.074084,6.029565,0.904435,0.000000,0.007031,0.000000
15,2.166731,0.001808,0.867565,0.200000,25.851562,1.000000,0.194000,15,0.000228,0.000681,0.094534,2.164906,0.324736,0.000000,0.016178,0.000000
16,2.941322,0.002172,0.919881,0.160000,22.281250,1.000000,0.271333,11,0.000215,0.000545,0.071885,2.939708,0.440956,0.000000,0.013564,0.000000
17,1.872769,0.002160,0.859604,0.220000,35.937500,1.000000,0.167333,15,0.000146,0.000711,0.110586,1.870594,0.280589,0.000000,0.017504,0.000000
18,6.060625,0.003146,0.919636,0.080000,42.582031,1.000000,0.462667,14,0.000330,0.000491,0.073388,6.057647,0.908647,0.000000,0.006783,0.000000
19,8.006088,0.004683,1.030064,0.000000,45.281250,1.000000,0.646000,10,0.000246,0.000696,0.048604,8.002899,1.200435,0.000000,0.000000,0.000000
20,5.763332,0.002806,0.971686,0.100000,36.402344,1.000000,0.434000,11,0.000259,0.000689,0.081483,5.761236,0.864185,0.000000,0.009019,0.000000
21,6.149885,0.003655,0.946364,0.080000,51.279297,1.000000,0.470000,14,0.000262,0.000864,0.075952,6.146446,0.921967,0.000000,0.006747,0.000000
22,7.188538,0.004029,1.008671,0.040000,43.233398,1.000000,0.564667,11,0.000221,0.000557,0.058433,7.185551,1.077833,0.000000,0.003391,0.000000
23,7.911065,0.004724,1.044726,0.000000,50.593750,1.000000,0.642667,10,0.000276,0.000680,0.047142,7.907864,1.186180,0.000000,0.000000,0.000000
24,3.846923,0.003289,0.902584,0.120000,58.081055,1.000000,0.364000,14,0.000290,0.000554,0.054630,3.843823,0.576573,0.000000,0.010202,0.000000
25,5.464376,0.003453,0.921532,0.120000,69.506836,1.000000,0.388667,14,0.000256,0.000545,0.090398,5.461126,0.819169,0.000000,0.009014,0.000000
26,7.068461,0.003958,0.955008,0.040000,63.456055,1.000000,0.550000,13,0.000267,0.000591,0.061841,7.064997,1.059750,0.000000,0.003938,0.000000
27,5.782028,0.003326,0.918873,0.100000,70.557617,1.000000,0.430667,14,0.000283,0.000556,0.080019,5.778891,0.866834,0.000000,0.009267,0.000000
28,3.220374,0.001549,0.895537,0.220000,71.022461,1.000000,0.187333,14,0.000196,0.000618,0.153394,3.218913,0.482837,0.000000,0.013914,0.000000
29,2.585795,0.002656,0.866600,0.180000,92.089844,1.000000,0.238667,15,0.000245,0.000572,0.082295,2.583120,0.387468,0.000000,0.012929,0.000000
30,3.072052,0.002861,0.882721,0.160000,37.000000,1.000000,0.288667,13,0.000197,0.000614,0.071451,3.069551,0.460433,0.000000,0.012951,0.000000
31,2.864691,0.003187,0.900190,0.160000,46.998047,1.000000,0.268667,15,0.000249,0.000695,0.071482,2.861483,0.429222,0.000000,0.013337,0.000000
32,7.830313,0.004909,0.951028,0.000000,70.000000,1.000000,0.625333,14,0.000267,0.000551,0.048453,7.825685,1.173853,0.000000,0.000000,0.000000
33,2.264807,0.002598,0.876640,0.200000,34.999023,1.000000,0.207333,14,0.000235,0.000885,0.094306,2.262352,0.339353,0.000000,0.017055,0.000000
34,4.671191,0.003245,0.896348,0.140000,45.500000,1.000000,0.332000,14,0.000265,0.000642,0.100559,4.668123,0.700219,0.000000,0.011354,0.000000
35,7.713210,0.004718,0.904199,0.020000,46.500000,1.000000,0.603333,10,0.000271,0.000552,0.054181,7.710016,1.156502,0.000000,0.001696,0.000000
36,4.889604,0.003180,0.884819,0.140000,40.500000,1.000000,0.346000,13,0.000523,0.000631,0.098043,4.886806,0.733021,0.000000,0.011776,0.000000
37,5.455785,0.003343,0.887605,0.120000,38.998047,1.000000,0.394000,12,0.000266,0.000631,0.088523,5.453070,0.817961,0.000000,0.010164,0.000000
38,4.007486,0.002767,0.876659,0.180000,39.996094,1.000000,0.254667,15,0.000217,0.000735,0.126433,4.004693,0.600704,0.000000,0.014428,0.000000
39,5.860156,0.002558,0.872116,0.100000,35.081055,1.000000,0.442000,15,0.000287,0.000717,0.079552,5.857560,0.878634,0.000000,0.008352,0.000000
40,4.745682,0.003664,0.919750,0.140000,35.500000,1.000000,0.343333,12,0.000216,0.000587,0.097636,4.742723,0.711408,0.000000,0.011313,0.000000
41,0.950656,0.001704,0.849719,0.260000,24.847656,1.000000,0.081333,15,0.000150,0.000615,0.169994,0.948940,0.142341,0.000000,0.020167,0.000000
42,2.737270,0.002338,0.885224,0.180000,28.843750,1.000000,0.250000,13,0.000250,0.000504,0.081978,2.735225,0.410284,0.000000,0.014684,0.000000
43,7.193352,0.002939,0.923180,0.020000,38.256836,1.000000,0.569333,14,0.000333,0.000552,0.056580,7.190551,1.078583,0.000000,0.001811,0.000000
44,6.072259,0.002773,0.936496,0.080000,31.980469,1.000000,0.461333,12,0.000283,0.001045,0.075180,6.070001,0.910500,0.000000,0.006867,0.000000
45,3.120034,0.002272,0.881252,0.220000,31.500000,1.000000,0.182667,14,0.000194,0.000620,0.152220,3.117897,0.467685,0.000000,0.016791,0.000000
46,4.980488,0.002330,0.935268,0.140000,26.078125,1.000000,0.352667,12,0.000237,0.000596,0.097801,4.978601,0.746790,0.000000,0.012100,0.000000
47,5.813203,0.002862,0.986505,0.040000,29.199219,1.000000,0.548667,11,0.000290,0.000650,0.026409,5.811069,0.871660,0.000000,0.003824,0.000000
48,4.119589,0.002934,0.926929,0.100000,37.225586,1.000000,0.385333,12,0.000274,0.000560,0.047607,4.117212,0.617582,0.000000,0.009403,0.000000
49,4.269598,0.003124,0.961135,0.100000,36.928711,1.000000,0.403333,11,0.000265,0.000524,0.047465,4.267275,0.640091,0.000000,0.008756,0.000000
50,5.043839,0.002841,0.921354,0.120000,43.585938,1.000000,0.376000,13,0.000286,0.000539,0.088978,5.041342,0.756201,0.000000,0.010568,0.000000
51,4.614461,0.003463,0.948172,0.080000,41.234375,1.000000,0.441333,12,0.000230,0.000578,0.040723,4.611663,0.691749,0.000000,0.007089,0.000000
52,3.143330,0.002913,0.899913,0.160000,45.295898,1.000000,0.288000,13,0.000236,0.000585,0.071693,3.140785,0.471118,0.000000,0.013520,0.000000
53,0.957696,0.001895,0.851549,0.260000,50.300781,1.000000,0.080667,15,0.000153,0.000598,0.169974,0.955790,0.143368,0.000000,0.018934,0.000000
54,7.380426,0.003537,1.022518,0.020000,50.421875,1.000000,0.593333,11,0.000370,0.000490,0.054590,7.377798,1.106670,0.000000,0.002114,0.000000
55,4.974780,0.002808,0.918241,0.140000,59.417969,1.000000,0.343333,14,0.000251,0.000626,0.099847,4.972105,0.745816,0.000000,0.011056,0.000000
56,3.489076,0.002541,0.926948,0.140000,64.901367,1.000000,0.325333,14,0.000232,0.000759,0.062657,3.486677,0.523002,0.000000,0.013858,0.000000
57,3.087564,0.002497,0.869096,0.160000,81.554688,1.000000,0.284000,15,0.000214,0.000624,0.071750,3.085040,0.462756,0.000000,0.012599,0.000000
58,3.016008,0.003412,0.865021,0.160000,107.010742,1.000000,0.278667,15,0.000275,0.000596,0.071669,3.012576,0.451886,0.000000,0.014045,0.000000
59,4.171280,0.004701,0.900917,0.180000,151.890625,1.000000,0.270667,14,0.000206,0.000682,0.122669,4.166872,0.625031,0.000000,0.024384,0.000000
60,2.860246,0.003206,0.900079,0.160000,47.000000,1.000000,0.268000,15,0.000287,0.000646,0.071477,2.857020,0.428553,0.000000,0.014106,0.000000
61,7.405211,0.004692,0.930943,0.020000,56.500000,1.000000,0.604667,12,0.000284,0.000623,0.052225,7.401417,1.110213,0.000000,0.001779,0.000000
62,5.685529,0.003831,0.924661,0.100000,57.500000,1.000000,0.428667,15,0.000193,0.000676,0.077935,5.681665,0.852250,0.000000,0.008106,0.000000
63,0.565549,0.001409,0.845185,0.280000,21.000000,1.000000,0.042000,15,0.000113,0.000592,0.249444,0.564131,0.084620,0.000000,0.021033,0.000000
64,5.615074,0.003922,0.922749,0.100000,57.500000,1.000000,0.415333,15,0.000291,0.000478,0.083781,5.611126,0.841669,0.000000,0.008410,0.000000
65,6.584745,0.004263,0.927940,0.060000,59.500000,1.000000,0.496667,14,0.000255,0.000686,0.068712,6.580730,0.987110,0.000000,0.005173,0.000000
66,0.526421,0.001424,0.841667,0.280000,21.000000,1.000000,0.038667,15,0.000126,0.000651,0.249444,0.524980,0.078747,0.000000,0.021241,0.000000
67,5.761514,0.003375,0.890316,0.100000,42.843750,1.000000,0.423333,13,0.000208,0.000517,0.082377,5.758518,0.863778,0.000000,0.008436,0.000000
68,5.636927,0.003469,0.905643,0.100000,47.781250,1.000000,0.418000,14,0.000311,0.000655,0.082841,5.633663,0.845049,0.000000,0.008255,0.000000
69,4.311659,0.003022,0.891201,0.100000,43.538086,1.000000,0.405333,15,0.000266,0.000593,0.047540,4.308612,0.646292,0.000000,0.009487,0.000000
70,1.800006,0.001760,0.886217,0.220000,21.847656,1.000000,0.164000,13,0.000207,0.000597,0.110838,1.798465,0.269770,0.000000,0.017530,0.000000
71,4.421930,0.002456,0.864900,0.160000,28.838867,1.000000,0.302000,13,0.000230,0.000499,0.111668,4.419781,0.662967,0.000000,0.013207,0.000000
72,6.563211,0.002642,0.901590,0.060000,31.959961,1.000000,0.500667,13,0.000360,0.000603,0.067516,6.560888,0.984133,0.000000,0.005366,0.000000
73,6.889664,0.003049,0.941461,0.040000,28.914062,1.000000,0.542667,10,0.000235,0.000651,0.060478,6.887571,1.033136,0.000000,0.003549,0.000000
