epoch,aggregation_latency_ms,recovery_latency_ms,aggregation_completeness,loss_exposure_fraction,communication_overhead_KB,system_availability,queue_utilization,recovery_frequency,scheduling_latency_ms,state_refresh_ms,workload_imbalance,processing_overhead_ms,energy_joules,scheduling_comm_kb,recomputation_overhead_ms,reused_microslot_count
0,1.169682,0.000813,0.872785,0.800000,8.000000,1.000000,0.120000,20,0.000336,0.000828,0.100087,1.168839,0.175326,0.000000,0.015205,0.000000
1,5.235843,0.000807,0.932975,0.055625,6.500000,1.000000,0.513500,18,0.000379,0.000648,0.021135,5.235025,0.785254,0.000000,0.007836,0.000000
2,4.382421,0.001208,0.884565,0.193750,16.000000,1.000000,0.291500,18,0.000323,0.001067,0.093255,4.381300,0.657195,0.000000,0.018188,0.000000
3,0.344335,0.001362,0.845475,0.287603,26.500000,1.000000,0.030000,20,0.000122,0.001183,0.217945,0.342957,0.051444,0.000000,0.027060,0.000000
4,0.652282,0.001657,0.861297,0.294053,32.000000,1.000000,0.059500,20,0.000143,0.000637,0.150053,0.650609,0.097591,0.000000,0.032394,0.000000
5,4.368453,0.001079,0.919146,0.091970,11.500000,1.000000,0.409500,19,0.000396,0.000604,0.032868,4.367366,0.655105,0.000000,0.013963,0.000000
6,7.359635,0.000624,0.914507,0.016667,2.000000,1.000000,0.576000,15,0.000436,0.000884,0.048892,7.359086,1.103863,0.000000,0.002501,0.000000
7,1.580948,0.001370,0.861804,0.251726,22.000000,1.000000,0.150000,18,0.000239,0.000721,0.086788,1.579701,0.236955,0.000000,0.023881,0.000000
8,2.154777,0.001364,0.871872,0.230000,20.500000,1.000000,0.205500,18,0.000274,0.000623,0.068259,2.153517,0.323028,0.000000,0.022853,0.000000
9,2.980152,0.001319,0.880290,0.168869,16.338867,1.000000,0.288500,18,0.000290,0.000977,0.050407,2.978914,0.446837,0.000000,0.018916,0.000000
10,7.355967,0.000768,0.893751,0.018750,3.539062,1.000000,0.590500,18,0.000476,0.001031,0.047466,7.355157,1.103274,0.000000,0.001848,0.000000
11,7.302492,0.000645,0.938907,0.014286,1.679688,1.000000,0.587500,14,0.000270,0.001144,0.049080,7.301962,1.095294,0.000000,0.001456,0.000000
12,6.142813,0.000802,0.908305,0.083036,5.500000,1.000000,0.455500,14,0.000261,0.001341,0.064715,6.142206,0.921331,0.000000,0.007116,0.000000
13,1.488653,0.001236,0.854892,0.248839,18.061523,1.000000,0.142500,19,0.000259,0.001182,0.086730,1.487462,0.223119,0.000000,0.020630,0.000000
14,2.735914,0.001267,0.886730,0.181746,16.175781,1.000000,0.267000,18,0.000239,0.000756,0.055375,2.734732,0.410210,0.000000,0.018032,0.000000
