epoch,aggregation_latency_ms,recovery_latency_ms,aggregation_completeness,loss_exposure_fraction,communication_overhead_KB,system_availability,queue_utilization,recovery_frequency,scheduling_latency_ms,state_refresh_ms,workload_imbalance,processing_overhead_ms,energy_joules,scheduling_comm_kb,recomputation_overhead_ms,reused_microslot_count
0,1.395212,0.000776,0.870254,0.760000,19.000000,1.000000,0.143200,47,0.000537,0.001761,0.035688,1.394467,0.209170,0.000000,0.033234,0.000000
1,6.508429,0.001004,0.915743,0.060417,19.000000,1.000000,0.482400,41,0.000735,0.001737,0.038530,6.507572,0.976136,0.000000,0.022973,0.000000
2,2.403478,0.001299,0.888099,0.211548,46.500000,1.000000,0.229200,48,0.000445,0.001834,0.024560,2.402210,0.360332,0.000000,0.055310,0.000000
3,0.277646,0.001475,0.851506,0.299175,70.500000,1.000000,0.023600,49,0.000181,0.001575,0.098214,0.276192,0.041429,0.000000,0.071999,0.000000
4,7.636908,0.000682,0.918546,0.005455,1.500000,1.000000,0.578800,36,0.000671,0.001785,0.033507,7.636381,1.145457,0.000000,0.002300,0.000000
5,6.399778,0.000979,0.901109,0.081595,17.000000,1.000000,0.446000,39,0.000598,0.002008,0.041986,6.398985,0.959848,0.000000,0.023383,0.000000
6,6.791481,0.000834,0.904427,0.043143,8.500000,1.000000,0.498800,38,0.000681,0.002527,0.037506,6.790814,1.018622,0.000000,0.013527,0.000000
7,7.238613,0.000781,0.893040,0.026429,5.000000,1.000000,0.538800,32,0.000612,0.002119,0.035344,7.238079,1.085712,0.000000,0.007809,0.000000
8,2.152521,0.001173,0.863622,0.200048,36.000000,1.000000,0.209800,42,0.000499,0.002318,0.026740,2.151517,0.322728,0.000000,0.044952,0.000000
9,2.405092,0.001344,0.872854,0.212310,42.828125,1.000000,0.233000,44,0.000519,0.002209,0.024577,2.403890,0.360583,0.000000,0.051963,0.000000
10,1.822145,0.001266,0.858499,0.233262,48.984375,1.000000,0.177800,48,0.000425,0.002118,0.030650,1.820913,0.273137,0.000000,0.053735,0.000000
11,5.692258,0.001053,0.888560,0.108976,24.804688,1.000000,0.398800,47,0.000646,0.001938,0.045552,5.691242,0.853686,0.000000,0.028562,0.000000
12,0.140514,0.001273,0.844648,0.314526,61.999023,1.000000,0.010600,50,0.000144,0.004022,0.140000,0.139232,0.020885,0.000000,0.063181,0.000000
13,4.249107,0.001141,0.888241,0.099214,27.085938,1.000000,0.411000,46,0.000614,0.001660,0.012534,4.248029,0.637204,0.000000,0.029929,0.000000
14,1.787294,0.001372,0.872391,0.234740,59.780273,1.000000,0.173000,46,0.000537,0.002016,0.030644,1.786015,0.267902,0.000000,0.057475,0.000000
15,4.241502,0.001293,0.913530,0.101762,38.863281,1.000000,0.403600,40,0.000657,0.001955,0.013166,4.240440,0.636066,0.000000,0.034428,0.000000
16,5.998476,0.001046,0.929608,0.097121,22.311523,1.000000,0.419200,41,0.000680,0.002103,0.043734,5.997589,0.899638,0.000000,0.023879,0.000000
17,7.370313,0.000955,1.009757,0.013500,7.566406,1.000000,0.552600,27,0.000648,0.002089,0.034222,7.369762,1.105464,0.000000,0.006019,0.000000
18,4.116293,0.001544,0.995252,0.101411,38.738281,1.000000,0.404200,27,0.000712,0.002300,0.013233,4.115430,0.617314,0.000000,0.033619,0.000000
19,5.899758,0.001833,0.969597,0.111323,46.834961,1.000000,0.416200,31,0.000584,0.002136,0.044173,5.898593,0.884789,0.000000,0.025721,0.000000
20,6.969580,0.001763,1.024470,0.033048,31.777344,1.000000,0.528800,21,0.000601,0.002019,0.036281,6.968805,1.045321,0.000000,0.012673,0.000000
21,5.874643,0.001719,0.975235,0.116249,49.769531,1.000000,0.420600,29,0.000564,0.001941,0.044040,5.873616,0.881042,0.000000,0.022974,0.000000
22,5.671857,0.001611,0.971881,0.135169,59.007812,1.000000,0.387800,32,0.000658,0.002013,0.046283,5.670798,0.850620,0.000000,0.036932,0.000000
