epoch,aggregation_latency_ms,recovery_latency_ms,aggregation_completeness,loss_exposure_fraction,communication_overhead_KB,system_availability,queue_utilization,recovery_frequency,scheduling_latency_ms,state_refresh_ms,workload_imbalance,processing_overhead_ms,energy_joules,scheduling_comm_kb,recomputation_overhead_ms,reused_microslot_count
0,1.166052,0.000858,0.872785,0.800000,8.000000,1.000000,0.120000,20,0.000318,0.000828,0.100087,1.165178,0.174777,0.000000,0.016259,0.000000
1,4.976331,0.000436,0.932975,0.018125,1.500000,1.000000,0.513500,18,0.000331,0.000651,0.021135,4.975907,0.746386,0.000000,0.003008,10.000000
2,4.219910,0.000605,0.884565,0.068750,5.500000,1.000000,0.291500,18,0.000348,0.000655,0.093255,4.219343,0.632901,0.000000,0.008709,21.000000
3,0.300275,0.000595,0.845475,0.111939,9.500000,1.000000,0.030000,20,0.000200,0.000804,0.217945,0.299670,0.044950,0.000000,0.011657,34.000000
4,0.590471,0.000582,0.861297,0.085795,8.999023,1.000000,0.059500,20,0.000129,0.000621,0.150053,0.589878,0.088482,0.000000,0.011348,46.000000
5,4.117801,0.000490,0.919146,0.025379,3.000000,1.000000,0.409500,19,0.000358,0.000608,0.032868,4.117308,0.617596,0.000000,0.005161,17.000000
6,7.040504,0.000398,0.914507,0.004167,0.500000,1.000000,0.576000,15,0.000426,0.000644,0.048892,7.040170,1.056025,0.000000,0.000948,3.000000
7,1.488330,0.000649,0.861804,0.092321,7.500000,1.000000,0.150000,18,0.000206,0.000676,0.086788,1.487731,0.223160,0.000000,0.010857,29.000000
8,2.035056,0.000606,0.871872,0.076944,6.500000,1.000000,0.205500,18,0.000303,0.000650,0.068259,2.034493,0.305174,0.000000,0.009635,28.000000
9,2.830824,0.000662,0.880290,0.056171,5.339844,1.000000,0.288500,18,0.000276,0.000637,0.050407,2.830206,0.424531,0.000000,0.008221,22.000000
10,7.048228,0.000508,0.893751,0.006250,2.539062,1.000000,0.590500,18,0.000430,0.000644,0.047466,7.047735,1.057160,0.000000,0.000873,2.000000
11,7.033099,0.000442,0.938907,0.007143,1.179688,1.000000,0.587500,14,0.000241,0.001094,0.049080,7.032754,1.054913,0.000000,0.000911,1.000000
12,5.949069,0.000521,0.908305,0.038393,2.500000,1.000000,0.455500,14,0.000239,0.001125,0.064715,5.948675,0.892301,0.000000,0.004183,6.000000
13,1.416098,0.000700,0.854892,0.113482,8.062500,1.000000,0.142500,19,0.000225,0.000890,0.086730,1.415418,0.212313,0.000000,0.011321,20.000000
14,2.608554,0.000632,0.886730,0.070040,6.175781,1.000000,0.267000,18,0.000246,0.000610,0.055375,2.607964,0.391195,0.000000,0.008484,20.000000
15,3.075831,0.000610,0.865030,0.108214,8.109375,1.000000,0.169500,20,0.000186,0.000585,0.133743,3.075203,0.461280,0.000000,0.010355,21.000000
16,7.563729,0.000580,0.917334,0.000000,3.175781,1.000000,0.629500,16,0.000375,0.000691,0.043525,7.563229,1.134484,0.000000,0.000000,0.000000
17,0.290672,0.000672,0.852031,0.140364,13.249023,1.000000,0.028500,20,0.000121,0.001062,0.217945,0.289991,0.043499,0.000000,0.012996,27.000000
18,4.110404,0.000779,0.906050,0.066247,10.699219,1.000000,0.282500,17,0.000279,0.000660,0.096129,4.109720,0.616458,0.000000,0.010023,20.000000
19,4.136535,0.000874,0.897031,0.062870,11.808594,1.000000,0.282000,17,0.000298,0.000675,0.097377,4.135769,0.620365,0.000000,0.009045,22.000000
20,7.305787,0.000579,0.975562,0.000000,2.867188,1.000000,0.610000,16,0.000344,0.000674,0.046723,7.305288,1.095793,0.000000,0.000000,0.000000
21,2.655407,0.000755,0.948898,0.068733,9.500000,1.000000,0.273000,16,0.000318,0.000682,0.055553,2.654781,0.398217,0.000000,0.010507,21.000000
22,2.527592,0.000869,0.928507,0.065695,21.531250,1.000000,0.252000,17,0.000274,0.000672,0.055529,2.526832,0.379025,0.000000,0.012978,25.000000
23,4.912138,0.001017,0.998411,0.039242,16.996094,1.000000,0.355000,15,0.000330,0.000645,0.083140,4.911351,0.736703,0.000000,0.010666,24.000000
24,0.860938,0.000884,0.854962,0.095965,42.500000,1.000000,0.087000,20,0.000191,0.001012,0.119246,0.860042,0.129006,0.000000,0.015812,42.000000
25,3.856052,0.000803,0.904449,0.037415,27.460938,1.000000,0.383500,19,0.000328,0.000614,0.036921,3.855263,0.578289,0.000000,0.009400,18.000000
26,5.183358,0.000984,0.910871,0.038132,32.121094,1.000000,0.382000,20,0.000346,0.000669,0.077379,5.182349,0.777352,0.000000,0.010806,22.000000
27,4.844559,0.001418,0.937481,0.034516,53.441406,1.000000,0.349500,18,0.000324,0.000691,0.082529,4.843259,0.726489,0.000000,0.018050,30.000000
28,4.043168,0.001372,0.911963,0.041710,61.799805,1.000000,0.267000,19,0.000288,0.000654,0.103010,4.041845,0.606277,0.000000,0.021478,44.000000
29,2.677558,0.001909,0.857586,0.045751,77.885742,1.000000,0.270000,20,0.000303,0.000967,0.055559,2.675629,0.401344,0.000000,0.030448,39.000000
30,3.147272,0.000582,0.887185,0.450000,4.500000,1.000000,0.323000,17,0.000287,0.000891,0.045438,3.146752,0.472013,0.000000,0.007492,0.000000
31,1.976354,0.000611,0.872022,0.127500,6.500000,1.000000,0.204000,18,0.000246,0.001024,0.068388,1.975785,0.296368,0.000000,0.009695,26.000000
32,1.792635,0.000590,0.875190,0.080605,7.000000,1.000000,0.178000,19,0.000211,0.000930,0.076535,1.792058,0.268809,0.000000,0.010073,33.000000
33,2.911028,0.000559,0.889335,0.051647,5.000000,1.000000,0.295000,18,0.000290,0.000701,0.050115,2.910503,0.436575,0.000000,0.007737,25.000000
34,7.028706,0.000403,0.929706,0.005000,0.500000,1.000000,0.582000,17,0.000403,0.000685,0.048368,7.028329,1.054249,0.000000,0.001186,2.000000
35,2.435300,0.000631,0.871646,0.077937,6.000000,1.000000,0.241500,17,0.000277,0.000896,0.061429,2.434729,0.365209,0.000000,0.009264,20.000000
36,6.308396,0.000456,0.916270,0.023494,2.000000,1.000000,0.496500,17,0.000313,0.000672,0.060001,6.307975,0.946196,0.000000,0.003440,7.000000
