epoch,aggregation_latency_ms,recovery_latency_ms,aggregation_completeness,loss_exposure_fraction,communication_overhead_KB,system_availability,queue_utilization,recovery_frequency,scheduling_latency_ms,state_refresh_ms,workload_imbalance,processing_overhead_ms,energy_joules,scheduling_comm_kb,recomputation_overhead_ms,reused_microslot_count
0,1.479205,0.002209,0.860455,0.232500,71.498047,1.000000,0.133000,36,0.000533,0.001511,0.046549,1.477202,0.221580,0.000000,0.054733,0.000000
1,6.841241,0.004802,0.923372,0.045000,149.000000,1.000000,0.502750,34,0.000563,0.001494,0.042085,6.837128,1.025569,0.000000,0.011466,0.000000
2,0.247498,0.001460,0.843685,0.292500,58.500000,1.000000,0.011500,40,0.000167,0.001948,0.156125,0.246029,0.036904,0.000000,0.058202,0.000000
3,5.836283,0.003990,0.914579,0.097500,139.498047,1.000000,0.395500,37,0.000544,0.001464,0.051314,5.832564,0.874885,0.000000,0.024209,0.000000
4,3.861565,0.003651,0.901876,0.112500,122.499023,1.000000,0.362250,35,0.000568,0.001412,0.019476,3.858344,0.578752,0.000000,0.027757,0.000000
5,5.141601,0.004427,0.917635,0.052500,145.499023,1.000000,0.476000,34,0.000496,0.001457,0.011586,5.137807,0.770671,0.000000,0.013864,0.000000
6,1.923911,0.002396,0.866381,0.210000,81.997070,1.000000,0.172000,36,0.000390,0.001363,0.038353,1.921738,0.288261,0.000000,0.047033,0.000000
7,3.860229,0.003878,0.893466,0.112500,117.500000,1.000000,0.355750,34,0.000626,0.001415,0.019451,3.856907,0.578536,0.000000,0.028415,0.000000
8,7.462835,0.004531,0.880431,0.022500,100.823242,1.000000,0.559250,26,0.000546,0.001409,0.037307,7.459856,1.118978,0.000000,0.006121,0.000000
9,2.976000,0.002818,0.880159,0.157500,92.164062,1.000000,0.275250,35,0.000434,0.001440,0.026444,2.973513,0.446027,0.000000,0.037070,0.000000
10,7.526654,0.003830,0.897457,0.015000,105.926758,1.000000,0.566500,31,0.000639,0.001613,0.038020,7.523649,1.128547,0.000000,0.004002,0.000000
11,4.730225,0.003109,0.883588,0.067500,59.823242,1.000000,0.451500,22,0.000524,0.001372,0.013535,4.728485,0.709273,0.000000,0.017851,0.000000
12,5.394740,0.003303,0.897671,0.120000,69.331055,1.000000,0.349250,26,0.000585,0.001413,0.055918,5.392568,0.808885,0.000000,0.029628,0.000000
