epoch,aggregation_latency_ms,recovery_latency_ms,aggregation_completeness,loss_exposure_fraction,communication_overhead_KB,system_availability,queue_utilization,recovery_frequency,scheduling_latency_ms,state_refresh_ms,workload_imbalance,processing_overhead_ms,energy_joules,scheduling_comm_kb,recomputation_overhead_ms,reused_microslot_count
0,1.287452,0.000921,0.860455,0.775000,18.000000,1.000000,0.133000,36,0.000491,0.001492,0.046549,1.286603,0.192990,0.000000,0.028038,0.000000
1,6.567585,0.001148,0.923372,0.150000,17.000000,1.000000,0.502750,34,0.000650,0.001507,0.042085,6.472185,0.970828,0.000000,0.005892,0.000000
2,0.114008,0.000594,0.843685,0.975000,19.499023,1.000000,0.011500,40,0.000191,0.002373,0.156125,0.113405,0.017011,0.000000,0.023503,0.000000
3,5.608914,0.001062,0.914579,0.325000,18.500000,1.000000,0.395500,37,0.000539,0.001497,0.051314,5.513876,0.827081,0.000000,0.011920,0.000000
4,3.556167,0.001080,0.901876,0.375000,17.500000,1.000000,0.362250,35,0.000509,0.001581,0.019476,3.555165,0.533275,0.000000,0.014113,0.000000
5,4.780318,0.001149,0.917635,0.175000,17.000000,1.000000,0.476000,34,0.000487,0.002063,0.011586,4.779281,0.716892,0.000000,0.007598,0.000000
6,1.714560,0.000832,0.866381,0.700000,18.000000,1.000000,0.172000,36,0.000414,0.001910,0.038353,1.713791,0.257069,0.000000,0.021339,0.000000
7,3.557203,0.001084,0.893466,0.375000,17.000000,1.000000,0.355750,34,0.000581,0.001634,0.019451,3.556233,0.533435,0.000000,0.014543,0.000000
8,7.167850,0.001318,0.880431,0.075000,12.324219,1.000000,0.559250,26,0.000492,0.001843,0.037307,7.075290,1.061294,0.000000,0.003329,0.000000
9,2.713494,0.000969,0.880159,0.525000,17.163086,1.000000,0.275250,35,0.000345,0.001975,0.026444,2.712583,0.406887,0.000000,0.018143,0.000000
10,7.229982,0.001267,0.897457,0.050000,13.929688,1.000000,0.566500,31,0.000622,0.002064,0.038020,7.133414,1.070012,0.000000,0.002029,0.000000
11,4.387808,0.001134,0.883588,0.225000,10.323242,1.000000,0.451500,22,0.000445,0.001700,0.013535,4.387130,0.658069,0.000000,0.009939,0.000000
12,5.196067,0.001262,0.897671,0.400000,12.832031,1.000000,0.349250,26,0.000619,0.001944,0.055918,5.102444,0.765367,0.000000,0.019141,0.000000
13,6.625092,0.001401,0.895264,0.150000,17.414062,1.000000,0.495250,31,0.000560,0.002207,0.042874,6.528671,0.979301,0.000000,0.006114,0.000000
14,3.527913,0.001097,0.887441,0.375000,13.601562,1.000000,0.361250,29,0.000524,0.002049,0.019439,3.527066,0.529060,0.000000,0.015485,0.000000
15,2.858661,0.000902,0.896027,0.500000,15.484375,1.000000,0.284000,33,0.000456,0.001718,0.025050,2.857879,0.428682,0.000000,0.017316,0.000000
16,2.308524,0.000918,0.905092,0.600000,18.308594,1.000000,0.233000,32,0.000437,0.001810,0.030735,2.307758,0.346164,0.000000,0.021878,0.000000
17,5.962021,0.001281,0.930625,0.275000,16.347656,1.000000,0.428500,30,0.000665,0.009330,0.047973,5.867510,0.880127,0.000000,0.011810,0.000000
18,6.895579,0.001406,1.020215,0.100000,11.183594,1.000000,0.526250,20,0.000426,0.001592,0.040343,6.800319,1.020048,0.000000,0.004589,0.000000
19,4.026223,0.000980,0.933189,0.600000,16.785156,1.000000,0.238000,30,0.000448,0.001590,0.072743,3.932337,0.589851,0.000000,0.022852,0.000000
20,4.514107,0.001149,0.917135,0.500000,21.984375,1.000000,0.295000,34,0.000547,0.002042,0.062884,4.420968,0.663145,0.000000,0.023172,0.000000
21,1.662382,0.000968,0.887577,0.700000,26.007812,1.000000,0.170250,36,0.000375,0.001867,0.038406,1.661481,0.249222,0.000000,0.026610,0.000000
22,1.635558,0.000932,0.880636,0.725000,27.011719,1.000000,0.164250,38,0.000385,0.001866,0.040665,1.634646,0.245197,0.000000,0.026407,0.000000
23,3.358343,0.000975,0.904820,0.725000,27.776367,1.000000,0.167250,36,0.000438,0.001493,0.089276,3.263065,0.489460,0.000000,0.027825,0.000000
24,0.443855,0.000823,0.860317,0.925000,35.308594,1.000000,0.045250,39,0.000262,0.001965,0.087817,0.443039,0.066456,0.000000,0.029846,0.000000
25,4.075794,0.001025,0.901215,0.625000,31.640625,1.000000,0.232000,38,0.000443,0.001521,0.074705,3.979916,0.596987,0.000000,0.023225,0.000000
26,2.878293,0.001339,0.889244,0.500000,47.042969,1.000000,0.289500,40,0.000489,0.002025,0.025082,2.876910,0.431536,0.000000,0.029862,0.000000
27,3.929120,0.002315,0.911573,0.325000,106.074219,1.000000,0.393750,39,0.000560,0.001846,0.017426,3.926813,0.589022,0.000000,0.036248,0.000000
28,7.404116,0.003013,1.002776,0.025000,131.890625,1.000000,0.578500,33,0.000523,0.002190,0.036738,7.307563,1.096134,0.000000,0.000967,0.000000
29,1.798285,0.003091,0.872682,0.675000,185.425781,1.000000,0.183000,39,0.000532,0.002068,0.036108,1.795235,0.269285,0.000000,0.062534,0.000000
30,3.357300,0.001073,0.895101,0.400000,17.000000,1.000000,0.343250,34,0.000541,0.001963,0.020594,3.356330,0.503450,0.000000,0.015910,0.000000
31,5.523917,0.001095,0.918138,0.325000,19.000000,1.000000,0.397000,38,0.000476,0.002343,0.051083,5.429073,0.814361,0.000000,0.012510,0.000000
32,2.630558,0.000944,0.875770,0.550000,17.000000,1.000000,0.262500,34,0.000401,0.001615,0.027711,2.629710,0.394456,0.000000,0.019096,0.000000
33,5.849009,0.001090,0.914060,0.300000,18.000000,1.000000,0.416500,36,0.000602,0.001615,0.049779,5.752602,0.862890,0.000000,0.010688,0.000000
34,3.949668,0.001131,0.896844,0.300000,16.000000,1.000000,0.403000,32,0.000574,0.001809,0.016500,3.948713,0.592307,0.000000,0.012581,0.000000
35,6.940916,0.001201,0.930702,0.100000,17.500000,1.000000,0.524000,35,0.000690,0.001725,0.039396,6.848557,1.027284,0.000000,0.004031,0.000000
36,4.858738,0.001204,0.889456,0.475000,21.937500,1.000000,0.307750,37,0.000540,0.001858,0.063456,4.759085,0.713863,0.000000,0.017490,0.000000
37,6.686357,0.001399,0.898304,0.150000,17.988281,1.000000,0.504250,31,0.000615,0.001774,0.040796,6.594317,0.989147,0.000000,0.006237,0.000000
38,6.208147,0.001185,0.899999,0.225000,15.164062,1.000000,0.456500,31,0.000631,0.001982,0.045813,6.112672,0.916901,0.000000,0.008517,0.000000
39,2.831262,0.000955,0.892486,0.500000,17.500000,1.000000,0.287750,35,0.000509,0.001725,0.025140,2.830396,0.424559,0.000000,0.017501,0.000000
40,6.215966,0.001152,0.901286,0.200000,15.328125,1.000000,0.463250,32,0.000492,0.002053,0.045219,6.120359,0.918054,0.000000,0.007782,0.000000
41,2.467509,0.000919,0.869244,0.575000,16.160156,1.000000,0.253500,34,0.000476,0.001772,0.029158,2.466699,0.370005,0.000000,0.018972,0.000000
42,7.453491,0.001234,0.897388,0.025000,11.757812,1.000000,0.569500,27,0.000480,0.001648,0.037761,7.356955,1.103543,0.000000,0.001165,0.000000
43,1.833582,0.000921,0.869815,0.675000,17.777344,1.000000,0.185250,34,0.000471,0.001891,0.036132,1.832777,0.274917,0.000000,0.024104,0.000000
44,6.702746,0.001207,0.913875,0.125000,14.976562,1.000000,0.522500,32,0.000571,0.001827,0.038915,6.612588,0.991888,0.000000,0.005566,0.000000
45,7.267632,0.001237,0.989409,0.075000,9.695312,1.000000,0.550000,22,0.000528,0.002192,0.038617,7.172889,1.075933,0.000000,0.003493,0.000000
46,4.319138,0.001254,0.970509,0.250000,12.218750,1.000000,0.436000,23,0.000482,0.001755,0.014574,4.318366,0.647755,0.000000,0.010815,0.000000
47,6.888432,0.001461,0.993423,0.125000,11.460938,1.000000,0.522500,19,0.000536,0.002161,0.039970,6.795420,1.019313,0.000000,0.006228,0.000000
