epoch,aggregation_latency_ms,recovery_latency_ms,aggregation_completeness,loss_exposure_fraction,communication_overhead_KB,system_availability,queue_utilization,recovery_frequency,scheduling_latency_ms,state_refresh_ms,workload_imbalance,processing_overhead_ms,energy_joules,scheduling_comm_kb,recomputation_overhead_ms,reused_microslot_count
0,1.371770,0.000738,0.871949,0.766667,11.500000,1.000000,0.140333,29,0.000372,0.001058,0.060485,1.371039,0.205656,0.000000,0.019680,0.000000
1,5.412941,0.001242,0.902268,0.127083,24.499023,1.000000,0.380333,26,0.000441,0.000952,0.061969,5.411837,0.811775,0.000000,0.026593,0.000000
2,6.754901,0.000746,0.921084,0.058611,9.000000,1.000000,0.494000,26,0.000484,0.001019,0.049683,6.754223,1.013133,0.000000,0.010646,0.000000
3,6.752068,0.000744,0.901100,0.049048,6.500000,1.000000,0.513667,21,0.000481,0.001005,0.046506,6.751516,1.012727,0.000000,0.008762,0.000000
4,0.226176,0.001252,0.847208,0.314852,36.499023,1.000000,0.019667,30,0.000159,0.000957,0.179505,0.224915,0.033737,0.000000,0.037373,0.000000
5,4.825880,0.001176,0.888384,0.176035,22.500000,1.000000,0.311000,26,0.000426,0.000902,0.071271,4.824838,0.723726,0.000000,0.026383,0.000000
6,4.309017,0.001070,0.878929,0.098228,13.999023,1.000000,0.415333,21,0.000472,0.000971,0.021924,4.308240,0.646236,0.000000,0.017588,0.000000
7,5.988928,0.000801,0.905822,0.092857,11.500000,1.000000,0.430000,26,0.000395,0.000965,0.054646,5.988205,0.898231,0.000000,0.013853,0.000000
8,2.425664,0.001106,0.877132,0.188018,24.166992,1.000000,0.234667,29,0.000340,0.000965,0.040881,2.424576,0.363686,0.000000,0.027442,0.000000
9,4.726726,0.001047,0.873614,0.161389,20.175781,1.000000,0.311000,28,0.000446,0.000945,0.071343,4.725726,0.708859,0.000000,0.022654,0.000000
10,4.748033,0.001292,0.870971,0.167540,24.292969,1.000000,0.310667,26,0.000416,0.000959,0.073447,4.746891,0.712034,0.000000,0.023638,0.000000
11,5.065676,0.001216,0.893059,0.149603,21.718750,1.000000,0.351333,25,0.000417,0.000970,0.065579,5.064638,0.759696,0.000000,0.021081,0.000000
12,0.823763,0.001369,0.849892,0.290076,37.164062,1.000000,0.076667,29,0.000248,0.000973,0.085173,0.822427,0.123364,0.000000,0.038191,0.000000
13,5.749030,0.001086,0.896399,0.112738,17.625000,1.000000,0.410667,26,0.000502,0.000938,0.057426,5.748061,0.862209,0.000000,0.016714,0.000000
14,6.091099,0.000936,0.939439,0.091645,11.722656,1.000000,0.444000,22,0.000458,0.000975,0.054421,6.090384,0.913558,0.000000,0.013076,0.000000
15,4.129630,0.001204,0.915551,0.191230,23.332031,1.000000,0.243667,26,0.000416,0.000967,0.084770,4.128567,0.619285,0.000000,0.027599,0.000000
16,4.991393,0.001024,0.936971,0.134444,15.046875,1.000000,0.338667,23,0.000438,0.001050,0.066224,4.990584,0.748588,0.000000,0.018896,0.000000
