variable_value,primary_metric,secondary_metric_1,secondary_metric_2
0.5,0.2124,0.0050,0
1.0,0.4934,0.0050,0
1.5,0.8106,0.0050,0
2.0,1.2019,0.0050,0
2.5,1.4985,0.0050,0
3.0,1.7294,0.0050,0
4.0,2.0791,0.0050,0
5.0,2.4994,0.0050,0
