num_fog_nodes,scheduling_latency_ms,workload_imbalance
5.000000,0.000421,0.000000
10.000000,0.000443,0.000000
15.000000,0.000532,0.000000
20.000000,0.000500,0.000000
25.000000,0.000549,0.000000
30.000000,0.000610,0.000000
35.000000,0.000703,0.000000
40.000000,0.000845,0.000000
45.000000,0.000798,0.000000
50.000000,0.000915,0.000000
