variable_value,primary_metric,secondary_metric_1,secondary_metric_2
1,28.396716,0.798000,798.000000
2,32.276398,0.798000,798.000000
3,32.629097,0.798000,798.000000
4,32.757841,0.798000,798.000000
5,32.924011,0.798000,798.000000
6,33.126758,0.798000,798.000000
7,33.366099,0.798000,798.000000
8,33.641986,0.798000,798.000000
9,33.955930,0.798000,798.000000
10,34.306439,0.798000,798.000000
