variable_value,primary_metric,secondary_metric_1,secondary_metric_2
5,26.004498,,
10,33.126758,,
15,42.377013,,
20,27.355605,,
25,27.335466,,
30,27.373727,,
35,27.360100,,
40,27.420608,,
45,27.431423,,
50,26.754709,,
